...1,Pedon,Horizon,R,Acquisition Time,QC Status,Dataset File,Method File,Y_mgL,Ca_mgL,P_mgL,K_mgL,Mg_mgL,Na_mgL,Al_mgL,Fe_mgL,Mn_mgL,Extraction Lab,Ca_mgKg,Ca_cmolKg,Na_mgKg,Na_cmolKg,Mg_mgKg,Mg_cmolKg,K_mgKg,K_cmolKg,Al_mgKg,Al_cmolKg,P_mgKg,CEC_cmolKg
64,42_2_V2.1,E.3,NA,6/3/21 18:10,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.926160422,0.34026448,0.891464222,1.572505411,0.418919052,0.121573548,15.10870214,4.892967466,0.793443049,VT,3.402644796,0.016979265,1.215735483,0.005288106,4.189190517,0.034478934,15.72505411,0.04021753,151.0870214,1.679989118,8.914642218,0.096963835
65,42_2_V2.1,E.4,NA,6/3/21 18:14,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.693764839,0.36373759,0.835645921,1.477644389,0.369735312,0.093831845,11.31517635,4.234033311,0.794370817,VT,3.637375903,0.018150578,0.938318448,0.00408142,3.697353118,0.03043089,14.77644389,0.037791417,113.1517635,1.258173797,8.356459205,0.090454305
66,86_3_W3.2,Oa,NA,6/3/21 18:18,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.464236529,58.3749759,2.252839435,27.7249069,17.36920405,1.954946217,12.00185037,0.815058128,3.361435066,VT,583.749759,2.912922949,19.54946217,0.085034633,173.6920405,1.429564119,277.249069,0.709076903,120.0185037,1.334527469,22.52839435,5.136598604
67,86_3_W3.2,A,NA,6/3/21 18:21,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.75368019,8.350928908,0.588658264,7.099487606,3.417258375,0.595118936,30.04596663,21.24911788,0.339591056,VT,83.50928908,0.416713019,5.951189357,0.025885991,34.17258375,0.281255833,70.99487606,0.181572573,300.4596663,3.340915489,5.886582635,0.905427417
68,86_3_W3.2,Bhs2.1,NA,6/3/21 18:25,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.824323028,2.271799281,0.279105446,3.429411792,1.143043704,0.249909974,36.20560945,18.71555166,0.104939972,VT,22.71799281,0.113363238,2.49909974,0.010870377,11.43043704,0.094077671,34.29411792,0.087708741,362.0560945,4.025827589,2.791054456,0.306020027
69,86_3_W3.2,Bhs2.2,NA,6/3/21 18:28,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.723367186,2.632499698,0.719740957,4.977528557,1.47573664,0.338253872,73.20880536,36.44877566,0.17937794,VT,26.32499698,0.13136226,3.382538719,0.014713087,14.7573664,0.121459806,49.77528557,0.127302521,732.0880536,8.140341589,7.19740957,0.394837674
71,86_3_W3.2,Bhs3.1,NA,6/3/21 18:35,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.785114446,1.369672915,0.288568659,2.514180817,0.53068108,0.179994414,50.91650815,25.38358807,0.032081691,VT,13.69672915,0.068346952,1.799944137,0.007829248,5.306810801,0.043677455,25.14180817,0.0643013,509.1650815,5.66158356,2.88568659,0.184154955
134,86_3_W3.2,Bhs3.2,NA,6/3/21 22:26,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.715544793,1.470925736,0.362601308,2.095012698,0.564731827,0.145826657,55.11683237,27.3111311,0.038234514,VT,14.70925736,0.073399488,1.45826657,0.006343047,5.647318266,0.046479986,20.95012698,0.053580887,551.1683237,6.128632213,3.626013081,0.179803408
73,86_4_W4.1,Oa,NA,6/3/21 18:43,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.365559616,84.94854683,6.520917783,22.69875414,17.66771998,1.148189466,5.112677303,0.38216664,2.616225772,VT,849.4854683,4.238949442,11.48189466,0.049942995,176.6771998,1.454133332,226.9875414,0.580530796,51.12677303,0.568496364,65.20917783,6.323556566
74,86_4_W4.1,E,NA,6/3/21 18:47,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.475924312,4.281926776,0.061416187,1.883925104,0.790904414,0.248239024,7.60232549,0.973201803,0.094497601,VT,42.81926776,0.213669001,2.482390244,0.010797696,7.909044142,0.065095014,18.83925104,0.048182228,76.0232549,0.845329002,0.614161873,0.337743938
75,86_4_W4.1,Bhs,NA,6/3/21 18:50,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.474625408,9.208360385,0.12275118,3.009113198,1.835015258,0.483568453,34.60243245,54.8003152,0.181599443,VT,92.08360385,0.459499021,4.835684528,0.02103386,18.35015258,0.151030062,30.09113198,0.076959417,346.0243245,3.847564764,1.227511797,0.708522361
76,86_4_W4.1,Bs.1,NA,6/3/21 18:54,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.686007465,2.041075795,0.17286298,2.442407651,0.626541027,0.284423161,59.86277933,18.7954587,0.097405938,VT,20.41075795,0.10185009,2.844231612,0.012371603,6.265410272,0.051567163,24.42407651,0.062465669,598.6277933,6.656350556,1.7286298,0.228254524
77,86_4_W4.1,Bs.2,NA,6/3/21 18:57,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.839222488,1.724514767,0.241703957,1.943133973,0.566721054,0.250738152,72.38800988,8.173641337,0.048967695,VT,17.24514767,0.086053631,2.507381524,0.010906401,5.667210539,0.046643708,19.43133973,0.049696521,723.8800988,8.049074487,2.417039571,0.193300261
78,86_4_W4.1,BC.1,NA,6/3/21 19:01,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.68800939,1.345713504,0.299527474,1.648451864,0.287442505,0.172619952,9.99123E+11,2.149754988,0.008579455,VT,13.45713504,0.067151372,1.72619952,0.00750848,2.874425047,0.023657819,16.48451864,0.042159894,9.99123E+12,1.11096E+11,2.995274744,0.140477566
79,86_4_W4.1,BC.2,NA,6/3/21 19:05,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.681670604,1.079015174,0.203698136,1.35276114,0.243859853,0.162828168,117.8015238,1.76308376,0.005357111,VT,10.79015174,0.053843073,1.628281683,0.007082565,2.43859853,0.02007077,13.5276114,0.034597472,1178.015238,13.09876098,2.036981355,0.115593879
80,86_4_W4.1,D.1,NA,6/3/21 19:09,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.778564182,1.042407379,0.409495986,1.471105884,0.229542326,0.195924163,128.8425082,2.089250655,0.006974036,VT,10.42407379,0.052016336,1.959241632,0.008522147,2.295423257,0.018892372,14.71105884,0.037624191,1288.425082,14.32644643,4.094959859,0.117055047
81,86_4_W4.1,D.2,NA,6/3/21 19:12,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.753756145,1.35671319,0.383042785,1.532153618,0.295468679,0.212030032,108.2397892,2.466735014,0.041052002,VT,13.5671319,0.067700259,2.120300318,0.009222707,2.954686789,0.02431841,15.32153618,0.039185515,1082.397892,12.03555848,3.830427852,0.14042689
83,86_4_W4.1,D.4,NA,6/3/21 19:19,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.751340936,0.603381629,0.348861446,1.546940512,0.213452956,0.099945067,78.50386456,2.25280816,0.156638487,VT,6.033816288,0.030108864,0.999450665,0.004347328,2.134529563,0.017568145,15.46940512,0.039563696,785.0386456,8.729117631,3.488614461,0.091588032
85,42_4_V4.1,Oa,NA,6/3/21 19:27,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.5895467,48.94050788,10.18795208,18.28070565,9.299483062,0.511897337,3.170948405,0.714298456,5.443255613,VT,489.4050788,2.442141112,5.118973369,0.022266087,92.99483062,0.765389552,182.8070565,0.467537229,31.70948405,0.352588777,101.8795208,3.69733398
86,42_4_V4.1,E,NA,6/3/21 19:31,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.59114517,2.04484818,0.301753264,2.272594586,0.550576669,0.154504826,4.92846404,1.111980095,0.089040607,VT,20.4484818,0.102038332,1.545048265,0.006720523,5.505766687,0.045314952,22.72594586,0.058122624,49.2846404,0.548013051,3.017532644,0.212196431
87,42_4_V4.1,Bhs1,NA,6/3/21 19:34,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.637878247,2.933314124,0.524992822,3.327621201,0.983539556,0.262609458,23.61381762,14.73620934,0.118605972,VT,29.33314124,0.14637296,2.626094581,0.011422769,9.835395559,0.080949758,33.27621201,0.085105402,236.1381762,2.625702478,5.249928218,0.323850888
88,42_4_V4.1,Bhs2.1,NA,6/3/21 19:38,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.568031192,2.745367669,0.486516405,3.597452819,1.182757729,0.391708129,35.1914101,15.62890584,0.280727764,VT,27.45367669,0.136994395,3.917081295,0.017038196,11.82757729,0.097346315,35.97452819,0.092006466,351.914101,3.913055237,4.865164049,0.343385372
89,42_4_V4.1,Bhs2.2,NA,6/3/21 19:41,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.629501456,2.508676011,0.330341901,3.150170637,0.873071767,0.366346771,34.90235106,12.46440927,0.385016089,VT,25.08676011,0.125183434,3.663467706,0.015935049,8.730717673,0.071857759,31.50170637,0.080567024,349.0235106,3.880913758,3.303419015,0.293543265
90,42_4_V4.1,Bh.1,NA,6/3/21 19:45,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.736826813,1.605426757,0.296160726,2.255629765,0.532030478,0.240666168,54.2269501,4.733473477,0.358619754,VT,16.05426757,0.080111116,2.406661683,0.010468298,5.320304784,0.043788517,22.55629765,0.057688741,542.269501,6.029683109,2.961607258,0.192056671
91,42_4_V4.1,Bh.2,NA,6/3/21 19:49,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.650190325,0.936527482,0.214469743,1.562285928,0.317735776,0.126409931,49.49793656,1.883319191,0.131601177,VT,9.365274816,0.046732908,1.264099307,0.005498475,3.177357761,0.026151093,15.62285928,0.039956162,494.9793656,5.503847653,2.144697431,0.118338637
92,42_4_V4.1,BC,NA,6/3/21 19:52,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.784093247,0.670207757,0.22440155,1.416554251,0.224972768,0.118334424,50.51482902,1.09073831,0.055171835,VT,6.702077568,0.033443501,1.183344244,0.005147213,2.24972768,0.018516277,14.16554251,0.036229009,505.1482902,5.616919461,2.244015499,0.093336
93,42_4_V4.1,C.2,NA,6/3/21 19:56,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.825209454,0.335475095,-0.011974692,1.381546688,0.175491594,0.202837233,16.46655463,0.577891316,0.048727958,VT,3.354750948,0.016740274,2.028372327,0.008822846,1.754915935,0.014443753,13.81546688,0.035333675,164.6655463,1.830973458,-0.11974692,0.075340548
94,42_4_V4.1,D.4,NA,6/3/21 20:00,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.834402192,0.721094241,0.12734455,2.167172167,0.317736615,0.230038927,10.53998327,1.154646709,0.320361522,VT,7.210942406,0.035982747,2.300389267,0.010006043,3.177366146,0.026151162,21.67172167,0.055426398,105.3998327,1.171977384,1.273445495,0.127566349
97,52_4_X4.1,Oa,NA,6/3/21 20:11,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.527288464,3.181763653,1.763464072,9.2504592,2.085611582,0.968214005,3.913041877,1.22075775,0.133988819,VT,31.81763653,0.158770641,9.682140051,0.042114572,20.85611582,0.171655274,92.504592,0.236584634,39.13041877,0.435104731,17.63464072,0.609125122
98,52_4_X4.1,E,NA,6/3/21 20:14,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.729201875,0.674922757,0.096565438,1.826109384,0.394024479,0.123241476,8.378401137,1.817899412,0.0161698,VT,6.749227571,0.03367878,1.232414765,0.005360656,3.94024479,0.032429998,18.26109384,0.046703565,83.78401137,0.931623551,0.965654378,0.118172999
99,52_4_X4.1,Bhs,NA,6/3/21 20:18,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.347040746,1.178213975,0.076631878,3.155624743,1.020063572,0.431114737,37.99381927,13.62904749,0.057743905,VT,11.78213975,0.058793113,4.311147367,0.018752272,10.20063572,0.08395585,31.55624743,0.080706515,379.9381927,4.224664856,0.76631878,0.242207749
100,52_4_X4.1,Bs1,NA,6/3/21 20:22,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.652172179,1.181526066,-0.094391443,2.373933906,0.606500473,0.365954023,53.07718233,6.436170386,0.054664764,VT,11.81526066,0.058958387,3.659540229,0.015917965,6.065004732,0.049917734,23.73933906,0.060714422,530.7718233,5.901836434,-0.943914431,0.185508508
101,52_4_X4.1,Bs2.1,NA,6/3/21 20:25,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.729337501,1.38718232,0.084545865,2.058305334,0.492846642,0.254423012,62.39649496,1.854755852,0.114936886,VT,13.8718232,0.069220675,2.544230124,0.011066682,4.92846642,0.04056351,20.58305334,0.05264208,623.9649496,6.938083205,0.845458653,0.173492946
102,52_4_X4.1,Bs2.2,NA,6/3/21 20:29,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.632373987,1.007738028,0.015350298,1.612939661,0.36649545,0.246861049,55.55469912,1.40741183,0.084531654,VT,10.07738028,0.050286329,2.468610495,0.010737758,3.664954502,0.030164235,16.12939661,0.041251654,555.5469912,6.17732014,0.153502985,0.132439975
103,52_4_X4.1,BC.1,NA,6/3/21 20:33,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.687265332,0.609175234,-0.048932453,1.154033627,0.246124856,0.09767224,41.42755936,0.795618703,0.070474444,VT,6.091752344,0.030397966,0.976722396,0.004248466,2.461248557,0.02025719,11.54033627,0.029514927,414.2755936,4.606474354,-0.489324531,0.084418548
104,52_4_X4.1,BC.2,NA,6/3/21 20:36,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.680862752,0.609045948,-0.003494144,1.154041586,0.251352395,0.191838278,45.09769866,1.201097081,0.066583598,VT,6.090459484,0.030391514,1.91838278,0.008344423,2.513523946,0.02068744,11.54041586,0.02951513,450.9769866,5.014569903,-0.034941442,0.088938507
105,52_4_X4.1,D.6,NA,6/3/21 20:40,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.759699315,0.512030523,-0.1514179,0.965258709,0.182635777,0.042306235,14.55475428,0.724578341,0.12342876,VT,5.120305232,0.025550425,0.423062354,0.001840202,1.826357768,0.015031751,9.652587091,0.024686924,145.5475428,1.61839373,-1.514178996,0.067109302
106,52_4_X4.1,D.8,NA,6/3/21 20:44,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.744245002,0.673369619,0.072985433,1.055666625,0.178244801,0.150711854,43.60453704,8.895755782,0.722411588,VT,6.733696195,0.033601278,1.507118535,0.00655554,1.782448006,0.014670354,10.55666625,0.026999146,436.0453704,4.848540071,0.729854326,0.081826318
109,52_4_X4.1,D.3,NA,6/3/21 20:55,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.429248294,0.543915409,-0.088663233,0.914947462,0.189016899,0.113305171,15.20591644,0.863868123,0.1373262,VT,5.439154089,0.027141487,1.133051711,0.004928455,1.890168991,0.015556946,9.149474617,0.023400191,152.0591644,1.690798714,-0.886632335,0.071027079
110,52_4_X4.1,D.9,NA,6/3/21 20:58,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.623784908,0.613147613,-0.054764176,1.282980556,0.171267177,0.120887926,9.886095416,0.61077058,0.067471095,VT,6.131476126,0.030596188,1.208879261,0.005258283,1.712671767,0.014096064,12.82980556,0.032812802,98.86095416,1.09926932,-0.547641761,0.082763337
111,52_4_X4.1,D.16,NA,6/3/21 21:02,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.855938811,16.88010141,-0.014001955,2.66984002,2.969965846,0.877106222,2.62615603,0.482054288,0.647006976,VT,168.8010141,0.84232043,8.771062223,0.038151641,29.69965846,0.244441633,26.6984002,0.068282353,26.2615603,0.292011419,-0.140019553,1.193196058
112,86_2_W2.1,E.1,NA,6/3/21 21:06,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.718170439,2.384812105,0.251505647,3.148475829,1.159938055,4.125503601,15.61945026,2.517152653,0.140092358,VT,23.84812105,0.1190026,41.25503601,0.179447743,11.59938055,0.095468153,31.48475829,0.080523678,156.1945026,1.736780978,2.515056474,0.474442174
113,86_2_W2.1,E.2,NA,6/3/21 21:09,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.838477979,3.768984957,0.215245569,7.823229496,2.973178918,6.292699073,15.00840994,2.651577632,0.266491217,VT,37.68984957,0.188073102,62.92699073,0.273714618,29.73178918,0.244706084,78.23229496,0.200082596,150.0840994,1.66883728,2.152455689,0.906576399
114,42_3_V3.1,Bhs1,NA,6/3/21 21:13,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.697693798,0.66130259,0.081276338,2.648341587,0.394629509,0.339771888,15.25199919,1.416117475,0.402902216,VT,6.6130259,0.032999131,3.397718879,0.014779116,3.946295086,0.032479795,26.48341587,0.067732521,152.5199919,1.695922816,0.812763378,0.147990564
115,42_3_V3.1,Bhs2.1,NA,6/3/21 21:16,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.630519601,0.880029597,2.026877155,3.213204398,0.780812813,0.237278961,30.76199284,3.257624359,2.839689339,VT,8.800295972,0.043913653,2.372789606,0.010320964,7.808128127,0.064264429,32.13204398,0.082179141,307.6199284,3.420532932,20.26877155,0.200678186
116,42_3_V3.1,Bhs2.2,NA,6/3/21 21:20,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.657160186,1.019743981,2.112840964,2.669032206,0.636319807,0.282340926,40.28473574,2.328449975,2.527973848,VT,10.19743981,0.050885428,2.823409259,0.012281032,6.363198074,0.052372001,26.69032206,0.068261693,402.8473574,4.479399823,21.12840964,0.183800154
118,42_3_V3.1,Bhs3.1,NA,6/3/21 21:28,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.497882765,0.972261489,2.09104485,2.022589834,0.509681351,0.219072905,40.40639278,2.591934401,1.752901874,VT,9.722614894,0.048516042,2.190729049,0.009529052,5.096813512,0.041949082,20.22589834,0.05172864,404.0639278,4.492927292,20.9104485,0.151722817
119,42_3_V3.1,Bhs3.2,NA,6/3/21 21:31,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.709133288,0.762365802,1.499985748,1.524089103,0.388974453,0.184725317,28.20202661,1.942654384,1.104558786,VT,7.62365802,0.038042206,1.847253168,0.008035029,3.889744526,0.032014358,15.24089103,0.038979261,282.0202661,3.135881387,14.99985748,0.117070854
120,42_3_V3.1,Bhs3.3,NA,6/3/21 21:35,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.734490796,0.683862807,1.526524449,1.307288923,0.304282979,0.132028447,24.62982638,2.076023025,0.850908714,VT,6.838628069,0.034124891,1.320284471,0.005742864,3.042829793,0.025043867,13.07288923,0.033434499,246.2982638,2.738676024,15.26524449,0.098346121
122,42_3_V3.1,BC.1,NA,6/3/21 21:42,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.478801996,0.59440518,1.351644164,1.300300969,0.276251568,0.07272636,22.93893815,1.836222342,0.672803364,VT,5.944051797,0.029660937,0.727263598,0.003163391,2.762515677,0.022736755,13.00300969,0.033255779,229.3893815,2.550660284,13.51644164,0.088816862
123,42_3_V3.1,BC.2,NA,6/3/21 21:46,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.264945956,0.623960935,1.13048352,1.364547571,0.268614248,0.122093168,23.84615661,1.404441593,0.431397041,VT,6.239609354,0.031135775,1.220931684,0.005310708,2.686142479,0.022108169,13.64547571,0.034898915,238.4615661,2.651537059,11.3048352,0.093453566
124,42_3_V3.1,BC.3,NA,6/3/21 21:49,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.746461294,0.38806365,0.61926689,1.055823203,0.185929777,0.037778308,17.83653509,0.948918251,0.144081171,VT,3.880636498,0.019364454,0.377783077,0.00164325,1.859297768,0.015302862,10.55823203,0.027003151,178.3653509,1.983306348,6.192668903,0.063313716
125,42_3_V3.1,D.2,NA,6/3/21 21:53,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.767417932,0.391970718,-0.074909455,2.048410389,0.216858866,0.123264932,19.71539457,0.840832806,0.133722314,VT,3.919707184,0.019559417,1.232649323,0.005361676,2.168588661,0.017848466,20.48410389,0.052389013,197.1539457,2.192223266,-0.74909455,0.095158572
126,42_3_V3.1,D.10,NA,6/3/21 21:57,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.735569875,0.995841613,0.262390106,5.999452068,0.997039579,0.890680432,19.43432691,1.727214227,0.96596292,VT,9.958416133,0.049692695,8.906804323,0.038742081,9.970395794,0.082060871,59.99452068,0.153438672,194.3432691,2.160970376,2.623901061,0.323934318
127,86_2_W2.2,Oa,NA,6/3/21 22:00,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.609091257,56.90510474,2.625872736,30.21934678,19.20389452,2.163768289,13.87204967,0.177197517,1.82279299,VT,569.0510474,2.839576085,21.63768289,0.094117803,192.0389452,1.58056745,302.1934678,0.772873319,138.7204967,1.542481431,26.25872736,5.287134657
128,86_2_W2.2,E.1,NA,6/3/21 22:04,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.710567175,0.572407787,0.30164748,1.148681663,0.380604089,0.084166371,20.00006239,0.315960798,0.005897154,VT,5.724077874,0.028563263,0.841663707,0.003660999,3.806040894,0.031325439,11.48681663,0.029378048,200.0006239,2.22387647,3.016474802,0.092927749
129,86_2_W2.2,E.2,NA,6/3/21 22:12,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.674925433,0.709942714,0.284304656,1.157513813,0.384963502,0.063174404,21.59575146,0.66000563,0.013454306,VT,7.099427138,0.035426283,0.631744043,0.002747908,3.849635019,0.031684239,11.57513813,0.029603934,215.9575146,2.401306686,2.843046556,0.099462364
130,86_4_W4.1,Bs.3,NA,6/3/21 22:15,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.721544208,1.642845236,0.015003575,2.735462729,0.437069241,0.460415582,50.79132673,1.427107899,0.018322107,VT,16.42845236,0.081978305,4.60415582,0.020026776,4.370692409,0.035972777,27.35462729,0.069960684,507.9132673,5.647664202,0.150035749,0.207938542
131,52_4_PFM,Oa,NA,6/3/21 22:19,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.686396346,4.937695044,3.829832051,23.02689348,5.883202349,3.415972401,33.79017442,5.000379124,1.177927949,VT,49.37695044,0.246391968,34.15972401,0.148585141,58.83202349,0.484214185,230.2689348,0.588923107,337.9017442,3.757246971,38.29832051,1.468114402
132,Internal standard?,NA,NA,6/3/21 22:23,NA,HB Mod Morgan 6-3-21b,Soil Modified Morgan,4.683935888,1.188447738,2.491304538,5.874971954,1.471471981,0.405240059,20.61111601,6.188739542,5.683024852,VT,11.88447738,0.059303779,4.052400591,0.017626797,14.71471981,0.121108805,58.74971954,0.150255037,206.1111601,2.291821647,24.91304538,0.348294418